URYDL,OLQVL,OLQVR,OLQDL,AVAR,AVAL,AVEL,AVER,RIMR,RIML,VA02,AS02,DA02,VA03,DA03,VA04,VA05,DA04,VD06,VA06,DA07,VA09,DA06,VA08,VA07,annot
0.21536428846707,0.209057179584869,0.288279921338529,0.473052430752777,1.12965840749467,1.08739996344148,1.13018831639991,1.19492874561277,1.20152219114051,1.4751349040678,1.34870031966522,0.245069784722423,1.3038860276895,1.00326281857732,0.472885712654674,1.24619045143114,1.18622519955836,0.238757864599103,0.0887478065724256,1.26938042265456,1.59827340653865,0.9834117612165,0.749335415705568,0.589584054064836,0.992496875953734,4
0.178098339325996,0.202505286130968,0.285826912468758,0.396278410466658,1.06542465643363,0.986114562341712,1.06820632348949,1.15650249430517,1.08300847746645,1.3145713258688,1.27275323801763,0.20337549631802,1.19645991126378,0.931714424909414,0.40469020684305,1.16780733831666,1.09712676032781,0.173256860515437,0.0853914587806293,1.19297808038831,1.49993982387718,0.891614141045351,0.686104742688432,0.567665068999051,0.918735870635622,4
0.161614845150849,0.177299374475713,0.228513251309551,0.369323382979634,1.00056177950519,0.894422157626163,1.01289290272207,1.0887122685367,1.00192929088457,1.17642608152363,1.1789977759149,0.180638236938042,1.13349563516128,0.857161363621676,0.399987252068967,1.08222390302283,1.04195841691928,0.188743691475597,0.0905608257755305,1.11953291138182,1.4318710445235,0.868600356010171,0.653850206415067,0.513500483242877,0.86701355426986,4
0.158184570573861,0.162715506733727,0.214355614147578,0.306500541187656,0.929344731316064,0.854997484894815,0.962365793162301,1.02984148230936,0.940610997086026,1.03240851751054,1.09243998081918,0.180240026647845,1.08146152323663,0.834815573953037,0.362583117596357,1.02143904260162,0.986283435319726,0.17138055108021,0.0609368971497525,1.08981125510414,1.34789507475343,0.826645567137513,0.625542970787304,0.503512810181238,0.799549552511071,4
0.151446932315138,0.137865032855969,0.205226691179806,0.262512423289564,0.877567672429446,0.79511715174713,0.892532054795379,1.01933420610486,0.802526549548001,0.950651001581352,1.00220687047103,0.166543409640739,1.03429445021125,0.76520477126644,0.346825253966797,0.95269778682221,0.919344162492787,0.172351065546369,0.0747171256378839,0.987573333351218,1.27547864469526,0.76216603440903,0.59211428357558,0.469027972519125,0.779157194385962,4
0.109703864331895,0.149742171524376,0.17358082159414,0.259467603826693,0.812453145154051,0.73431983878054,0.825279693400502,0.936370385838601,0.741040479321142,0.836839049976787,0.938008913143408,0.121553168080877,0.969311884784569,0.728104027506947,0.312019480002841,0.896507289570791,0.874836437074417,0.159467186962804,0.0707366061730986,0.972807509228852,1.20954740005088,0.738513547802089,0.563286293622958,0.448809093216761,0.751023119931831,4
0.141394211998144,0.117577495038554,0.185811204194555,0.242372103889749,0.759606572292862,0.705052452401826,0.788466170877482,0.898481684690905,0.680221492037158,0.781049451674326,0.880916561037111,0.118488980690726,0.889369019147892,0.704068723631009,0.315591079515138,0.827388729259872,0.835182880079028,0.159334288701524,0.0478235918190613,0.925320949057598,1.18177795220426,0.698045222783809,0.526584908421716,0.407267058108105,0.712728451937288,4
0.167057124601757,0.105552664359126,0.170844997396379,0.233454018149808,0.724501348892214,0.653918670547945,0.746328529390124,0.850061854038549,0.598912531126262,0.660493486943649,0.859916849481477,0.107567174427927,0.847270675480889,0.659333518815595,0.27954212531087,0.773785549535455,0.775622638591432,0.134868396919251,0.0632771846610901,0.887360265347287,1.14472022193886,0.672350921181381,0.495896369203185,0.391886799048979,0.695639710129239,4
0.149491741161151,0.122038425916188,0.133657542436035,0.194651484205933,0.671843513791243,0.612730568848167,0.693166207241226,0.822327713722212,0.541389629879177,0.628087018658609,0.783290531418985,0.104351797165946,0.828842284248625,0.636020879099706,0.275393317002724,0.740616724316157,0.749202735882181,0.148323326859171,0.025096546422387,0.830683417303482,1.08185725573518,0.63798680535118,0.469327355657205,0.3897897165801,0.628315686264773,4
0.111796563684028,0.0911751056909017,0.152550649265575,0.179444755580385,0.635480038655805,0.567662943704175,0.650598315790126,0.792643447907791,0.479537865509871,0.530918341163656,0.740093171285379,0.107053882745043,0.746991036553173,0.593019004102012,0.262330372295985,0.676863470948933,0.715931455284442,0.138016073207671,0.0659313393207739,0.793578436039215,1.01452535441508,0.605786139356597,0.453132906268191,0.363196380071924,0.627227742741398,4
